Date,Station,Stations Group,Vol,Taxa,Genus,Species,Tax auth,Area,Notes,depth (fathoms),Source,WoRMS ID,WoRMS Taxa
15/8/1874,176,176,summary,Polyzoa,Salicornaria,malvinensis,Busk,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1453528,Bryozoa
15/8/1874,176,176,summary,Polyzoa,Retepora,margaritacea,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:737583,Bryozoa
15/8/1874,176,176,summary,Polyzoa,Crisia,elongata,M. Edwards,,,,Plymouth,urn:lsid:marinespecies.org:taxname:111697,Bryozoa
15/8/1874,176,176,summary,Fishes,Exocoetus,naresii,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:300189,Chordata
15/8/1874,176,176,summary,Polyzoa,Ophioglypha,undata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1453528,Bryozoa
15/8/1874,176,176,summary,Polyzoa,Macrura,malvinensis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1453528,Bryozoa
15/8/1874,176,176,summary,Polyzoa,Nematocarcinus,productus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1453528,Bryozoa
15/8/1874,176,176,summary,Polyzoa,Exocoetus,malvinensis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1453528,Bryozoa
18/8/1874,177,177,summary,Keratosa,Hippospongia,mauritiana,Hyatt,,,,Plymouth,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Cacospongia,spinifera,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:190253,Porifera
18/8/1874,177,177,summary,Keratosa,Cacospongia,intermedia,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:165303,Porifera
18/8/1874,177,177,summary,Keratosa,Luffaria,variabilis,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:192381,Porifera
18/8/1874,177,177,summary,Tetractinellida,Amphius,huxleyi,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:189950,Porifera
18/8/1874,177,177,summary,Tetractinellida,Thrombus,challengeri,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:170354,Porifera
18/8/1874,177,177,summary,Alcyonaria,Villogorgia,intricata,Gray,,,,Plymouth,urn:lsid:marinespecies.org:taxname:286468,Cnidaria
18/8/1874,177,177,summary,Alcyonaria,Scirpearella,profunda,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1486018,Cnidaria
18/8/1874,177,177,summary,Alcyonaria,Scirpearella,gracilis,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1506274,Cnidaria
18/8/1874,177,177,summary,Alcyonaria,Melitodes,nodosa,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1504556,Cnidaria
18/8/1874,177,177,summary,Alcyonaria,Siphonogorgia,pustulosa,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:288759,Cnidaria
18/8/1874,177,177,summary,Alcyonaria,Lobophytum,marenzelleri,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1342937,Cnidaria
18/8/1874,177,177,summary,Antipatharia,Aphanipathes,sarothamnoides,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:283940,Cnidaria
18/8/1874,177,177,summary,Corals,Rhizotrochus,fragilis,Pourtales,,,,Plymouth,urn:lsid:marinespecies.org:taxname:509780,Cnidaria
18/8/1874,177,177,summary,Corals,Neohelia,porcellana,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:292163,Cnidaria
18/8/1874,177,177,summary,Reef corals,Pocillopora,brevicornis,Lamarck,,,,Plymouth,urn:lsid:marinespecies.org:taxname:206951,Cnidaria
18/8/1874,177,177,summary,Reef corals,Goniastraea,laxa,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:207468,Cnidaria
18/8/1874,177,177,summary,Reef corals,Cyphastraea,aspera,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:766208,Cnidaria
18/8/1874,177,177,summary,Reef corals,Pavonia,decussata,Dana,,,,Plymouth,urn:lsid:marinespecies.org:taxname:766377,Cnidaria
18/8/1874,177,177,summary,Reef corals,Madrepora,pocillifera,Lamarck,,,,Plymouth,urn:lsid:marinespecies.org:taxname:815859,Cnidaria
18/8/1874,177,177,summary,Reef corals,Madrepora,millepora,Ehrenberg,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1263539,Cnidaria
18/8/1874,177,177,summary,Reef corals,Madrepora,minima,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:873690,Cnidaria
18/8/1874,177,177,summary,Reef corals,Montipora,grandifolia,Dana,,,,Plymouth,urn:lsid:marinespecies.org:taxname:203834,Cnidaria
18/8/1874,177,177,summary,Reef corals,Porites,parvistellata,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:760004,Cnidaria
18/8/1874,177,177,summary,Reef corals,Porites,tenuis,Verrill,,,,Plymouth,urn:lsid:marinespecies.org:taxname:411274,Cnidaria
18/8/1874,177,177,summary,Anomura,Caenobita,rugosa,M. Edwards,,,Shore,Plymouth,urn:lsid:marinespecies.org:taxname:590203,Arthropoda
18/8/1874,177,177,summary,Anomura,Caenobita,perlata,M. Edwards,,,,Plymouth,urn:lsid:marinespecies.org:taxname:590196,Arthropoda
18/8/1874,177,177,summary,Polyzoa,Salicornaria,malvinensis,Busk,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1453528,Bryozoa
18/8/1874,177,177,summary,Polyzoa,Retepora,margaritacea,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:737583,Bryozoa
18/8/1874,177,177,summary,Polyzoa,Crisia,elongata,M. Edwards,,,,Plymouth,urn:lsid:marinespecies.org:taxname:111697,Bryozoa
18/8/1874,177,177,summary,Pelagic fishes,Gobius,genivittatus,C.V.,,,,Plymouth,urn:lsid:marinespecies.org:taxname:303064,Chordata
18/8/1874,177,177,summary,Pelagic fishes,Sicydium,sp.,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:270886,Chordata
18/8/1874,177,177,summary,Keratosa,Monaxonida,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Halichondria,solida,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Rhizochalina,pedunculata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Goniastræa,laxa,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Cyphastræa,aspera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Dana,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Dana,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Hydroida,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Lictorella,cyathifera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Ophiuroidea,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Ophioglypha,undata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Ophiothrix,purpurea,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Holothurioidea,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Synapta,beselii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Holothuria,atra,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Macrura,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Penæus,gracilis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Dana,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Hemipenæus,tomentosus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Sergestes,ancylops,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Lucifer,reynaudii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Nematocarcinus,productus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Oodeopus,armatus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Cænobita,rugosa,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Brachyura,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Epigrapsus,politus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Sesarma,avbryi,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Holometopus,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Gasteropoda,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Natica,albumen,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Neverita,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
18/8/1874,177,177,summary,Keratosa,Sicydium,mauritiana,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:165111,Porifera
23/8/1874,179,179,summary,Amphipoda,Scina,cornigera,M. Edwards,,,Surface,Plymouth,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Foraminifera,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Foraminifera,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Biloculina,depressa,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Miliolina,seminulum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Hyperammina,vagans,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Reophax,nodulosa,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Haplophragmium,latidorsatum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Ammodiscus,gordialis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Trochammina,galeata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Textularia,agglutinans,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Verneuilina,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Gaudryina,pupoides,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Cassidulina,crassa,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Ehrenbergina,hystrix,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Lagena,apiculata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Seguenza,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Seguenza,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Lagena,stelligera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Nodosaria,communis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Cristellaria,acutauricularis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Polymorphina,angusta,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Uvigerina,asperula,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Orbulina,universa,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Hastigerina,pelagica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Pullenia,obliquiloculata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Sphæroidina,dehiscens,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Truncatulina,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Pulvinulina,crassa,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,menardii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Brady,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Rotalia,soldanii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Nonionina,pompilioides,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Pyrocystis,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Orbulina,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Pulvinulina,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Acanthometra,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Diphyes,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Alciopa,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Saphirina,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Heteropoda,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Appendicularia,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Orbulina,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Orbulina,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Pyrocystis,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Ethmodiscus,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Sula,piscator,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Ommastrephes,oualaniensis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Scind,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Macrura,cornigera,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Sergestes,rinkii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
23/8/1874,179,179,summary,Amphipoda,Oodeopus,serratus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:847694,Arthropoda
25/8/1874,181,181,summary,Corals,Bathyactis,symmetrica,Pourtales,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Asteroidea,Freyella,remex,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:292890,Echinodermata
25/8/1874,181,181,summary,Pelagic fishes,Typhlonus,nasus,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:158777,Chordata
25/8/1874,181,181,summary,Pelagic fishes,Pachystomias,microdon,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:127367,Chordata
25/8/1874,181,181,summary,Amphipoda,Paraphronima,cuivis,,,,surface,Plymouth,urn:lsid:marinespecies.org:taxname:881949,Arthropoda
25/8/1874,181,181,summary,Amphipoda,Phronima,megalodous,,,,surface,Plymouth,urn:lsid:marinespecies.org:taxname:881950,Arthropoda
25/8/1874,181,181,summary,,Phorcorrhaphis,sp.,,,,surface,Plymouth,urn:lsid:marinespecies.org:taxname:1380515,Arthropoda
25/8/1874,181,181,summary,Tunicata,Salpa,cordiformis-zonaria,Quoy and Giamard,,,surface,Plymouth,urn:lsid:marinespecies.org:taxname:137233,Chordata
25/8/1874,181,181,summary,Tunicata,Salpa,cylindrica,Cuvier,,,surface,Plymouth,urn:lsid:marinespecies.org:taxname:137271,Chordata
25/8/1874,181,181,summary,Tunicata,Salpa,runcinata-fusiformis,Chamisso - Cuvier,,,surface,Plymouth,urn:lsid:marinespecies.org:taxname:137233,Chordata
25/8/1874,181,181,summary,Tunicata,Appendicularia,sp.,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:103357,Chordata
25/8/1874,181,181,summary,Corals,Pennatulida,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Umbellula,leptocaulis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Antipatharia,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Bathypathes,lyra,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Disconalia,gastroblasta,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Macrura,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Benthesicymus,brasiliensis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Acanthephyra,sica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Cephalopoda,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Cirroteuthis,pacifica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Hyalonema,spicules,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Protozoa,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Typhlonus,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Brady,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Copilia,mirabilis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Dana,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Halocypris,atlantica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Oncæa,obtusa,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Dana,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Dana,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Saphirina,ovalis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Dana,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Dana,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Brady,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Calanus,gracilis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Dana,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Eucalanus,attenuatus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Dana,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Pleuromma,abdominale,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Undina,darwinii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Phorcorrhaphis,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Dana,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Scolecithrix,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Schizopoda,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Temora,dubia,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Euchạta,prestandrea,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Ceratolepis,hamata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Euphausia,pellucida,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Dana,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Dana,symmetrica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
25/8/1874,181,181,summary,Corals,Candace,truncata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
